Temperature,Time,Good_roast
185.31763812365773,12.693964573656494,1
259.9204749802278,11.867663768540387,0
231.0135710053633,14.414242107247178,0
175.3666449044915,11.720586509332271,0
187.12086466731515,14.12973205950237,1
225.90586447535776,12.100249053221344,1
208.40515675864629,14.17718919429808,0
207.07593089146724,14.032737597096466,0
280.6038535866463,14.2322592892385,0
202.86935246580356,12.249010278880393,1
196.704689852184,13.54426389427831,1
270.3132702825782,14.602255769890755,0
192.94979108307552,15.196867586027295,0
213.57283453112728,14.27503536880892,0
164.4729866412344,11.918174233731763,0
177.2575054164758,15.037798694753176,0
241.7745473004188,14.89694529445774,0
236.99889634274487,13.126169590702146,0
219.73805620687452,13.873774071023623,0
266.3859279625298,13.2527446646365,0
270.4524148454968,13.95486775361035,0
261.9630769838885,13.49222421966899,0
243.4899477970464,12.85610149859724,0
220.5818480297081,12.364893564076056,1
163.59498627249437,11.654416519683876,0
244.76317931210855,13.325722483526224,0
271.1941098575787,14.84073281876912,0
201.98784315491025,15.39471507882089,0
229.92837149557923,14.563533256861191,0
204.97123839474693,12.284679647873087,1
173.18989703604765,12.224824904923947,0
231.5137448304292,11.950531420445271,0
152.6879510930519,14.83198785675368,0
163.4205009209065,13.302338142207049,0
215.94730736633585,13.98108963353425,0
218.04195512421555,15.249372574915872,0
251.3035402390422,13.797865991531864,0
233.33173845521324,13.52620596642792,0
280.24284419817286,12.406504253436546,0
243.01866351505677,13.72038671559146,0
155.67159152427263,12.684599999134935,0
275.1675362792148,14.63825942972,0
151.7321976266024,12.68650531865098,0
151.32372212128612,14.809867771912312,0
164.8996249617235,11.729820715099278,0
282.5542513313383,13.283479517660854,0
192.98305487359625,11.696053558252368,0
202.59536338034096,12.964156229048552,1
220.66990638748769,11.527141865925932,0
169.9749888391795,12.339546102993625,0
209.46811003107416,12.709213465239465,1
232.79923632620387,12.64173042215718,1
272.8004563613967,15.347479832792306,0
158.02370683384683,12.336238876619916,0
226.00812973954757,14.58264091793592,0
158.64327122879146,12.23921073771952,0
211.65721642824303,14.174763034200694,0
271.9492701434896,14.9678918541662,0
257.1569810814648,11.710928573506203,0
281.8459265944453,13.958511796604627,0
161.62563505219575,12.51971510155906,0
233.80180141644928,13.04256046753456,0
210.2914691912232,14.718340262395,0
261.2441819509951,13.68714792072123,0
256.98089904735,13.124019716372215,0
281.5550480379854,13.920636661704144,0
280.6392276627205,11.675950768225588,0
269.16350813376454,13.737508750179506,0
246.34126917943763,12.27037990151608,1
224.07333575878408,12.657111696487677,1
164.23986437700543,11.512747082472467,0
272.42340268172154,14.18361726014331,0
177.6779337749785,12.531274710250976,1
212.85523205543603,14.773149013077894,0
165.87945638859475,15.37113932065492,0
277.4279534676567,12.478640382770534,0
236.50555103276065,12.940390131064344,0
244.13865150825384,11.847664400591016,0
213.44539382786763,13.853963214760377,0
234.57422434983215,14.271181896686253,0
270.33648535513584,12.465000839629704,0
170.68123283998017,13.062427748851904,0
226.7917999380309,15.342115043682218,0
245.9182540582165,14.453770202678516,0
281.31680226443416,12.57097265103436,0
185.02731944599356,13.190163350275608,1
189.881701001664,14.104413540913876,1
278.4813793106373,12.114045970144096,0
219.92293709971815,14.210312395192949,0
216.57898498845285,15.15497536357607,0
249.4812281371969,15.028707182442275,0
165.08827339607947,12.283054013986838,0
158.8700704564876,14.817277993858738,0
279.9805193437852,11.555964084113734,0
256.5492419226628,14.411324794111898,0
272.6052172420259,12.581541893037604,0
246.49491974773903,12.44969152587688,0
160.2644820060435,14.480816250813096,0
155.69875113941342,14.298377852630496,0
188.26743273481932,13.44969358033831,1
270.3569757726322,12.473631516000852,0
213.22379155065656,12.920197788160978,1
175.7014197283934,13.3946058733705,1
174.52009414654242,14.69602996663428,0
233.00092161976343,12.632523011343409,1
281.3691743606422,12.881107377874972,0
240.6196492618556,14.432894905937015,0
185.8055626738464,11.54705520635124,0
270.5031433454736,15.325666054366517,0
172.9807912614288,12.114420844495411,0
208.41010162485875,13.890278272598966,0
283.51265469325926,15.353984469423764,0
283.3601333927059,12.482277660949707,0
230.84923224189157,13.243476574854926,0
181.23930992461385,11.761509482866863,0
172.77833045706768,12.933806915144826,0
161.88293361414617,12.102955965479822,0
156.02795049793286,13.991625094768692,0
216.51672478192376,12.474212012399576,1
221.0570798355102,13.197787110623912,1
238.9856852001868,15.230668878991835,0
197.6944343739337,14.080606130699556,0
179.55375965839255,15.259597596063935,0
233.38848486508607,12.134989750401584,1
184.70189322163776,12.13660544245415,1
174.1830946534081,12.72719542667368,0
261.1145098270051,13.32823520652449,0
187.41794560696476,13.176303443070143,1
186.09876106325584,14.434729664693174,0
157.93546834639034,12.656914240589115,0
193.6382219021816,12.22607807471798,1
249.65103075660312,12.220989450434844,0
190.56498131738329,11.725906248510729,0
252.0040610176648,12.9554520664898,0
238.5503330231537,12.368944408787026,1
152.94302628637445,12.78967263403881,0
255.1736201275968,14.849783121859982,0
197.0933671229322,14.887763114166347,0
156.79710499295106,13.5884581442939,0
184.7520262047317,13.256310754802325,1
179.92164591974054,15.074266487197118,0
190.79357984301413,15.281167708142997,0
164.7271741542562,13.219324024518682,0
209.8650659612829,14.337739172089272,0
196.5780064220703,13.469979854431436,1
159.510623172614,12.744125834662189,0
247.87288291184052,11.9236455676461,0
212.44231568694744,12.446907818273251,1
172.34040751845205,11.98526205043424,0
259.8719001968305,14.246628078158883,0
201.22657353944328,13.06656377129386,1
248.34175919001876,13.915824598478071,0
273.66206057956043,15.177654744928304,0
215.0935848814562,14.136541027876753,0
223.53014138129095,12.741142166812214,1
211.22431235280325,14.384703456843148,0
224.6120906119603,14.029625465786433,0
215.75489519873088,15.31191057177672,0
254.82229579531517,12.02314013487207,0
259.9047835847929,15.170310305641612,0
260.2488557726487,12.87243299110953,0
199.66771450418645,12.472857481264144,1
157.52013585298806,13.388245382462747,0
264.81482409816533,14.575246344636168,0
239.3968517064999,14.888762677733132,0
238.98037311102,12.393333660898923,1
258.4259353703061,12.97008001783882,0
270.15836598717624,12.80593012341884,0
162.40676332878297,14.41959278023228,0
164.53231153619822,14.980857716307591,0
205.60967939761397,14.620484796170247,0
157.09674149202135,13.67535103003122,0
241.38069603947136,12.018020515066691,1
232.1337058885276,12.072090461366098,1
191.038532155903,12.961140822110634,1
233.6440250032013,12.020475379749088,1
174.95146369503308,14.625026345239178,0
246.64321151268967,13.316822678403394,0
188.07040705409207,14.2688185689573,1
213.15899444832192,12.746078692371208,1
268.08223647809893,12.307361271926029,0
258.5781853468444,13.971271622677762,0
237.2073169786776,14.228609805051228,0
251.0165908535028,15.023788380269526,0
274.27882001758127,12.52195618668974,0
172.1246376477015,15.085496334129594,0
177.51695425291348,12.387859751661974,1
258.70969378519794,15.364442353914889,0
264.0136216597015,13.566921566247302,0
200.70604970349163,15.454206928801511,0
249.36929914354067,14.01637408426408,0
151.50238376037396,12.280767115616436,0
151.8213889559931,15.128161659699115,0
181.9228573367597,12.18408524197998,1
228.64664272643645,12.312407425124327,1
223.78183257172367,15.299166804176906,0
266.6276732858951,12.4805101350726,0
273.68398194872805,13.097561760768226,0
220.61000616523552,12.799890704802396,1
284.99434167453603,12.728293824607729,0
